efficacy,code,name,resource,composition,efficacy.1,indications,alias
清热方-清脏腑热,600440084,葛根黄芩黄连汤,《伤寒论》,葛根，黄芩片，黄连片，炙甘草,表里两解，清热止利,外感表证未解，热邪入里，身热，下利臭秽，肛门有灼热感，心下痞，胸脘烦热，喘而汗出，口干而渴，苔黄，脉数,"与“葛根黄连汤”(《医方类聚》引《通真子伤寒括要》)、“葛根黄连黄芩汤""(《医方集解》)、""干葛黄芩黄连汤""(《伤寒大白》)、“葛根芩连汤""(《中国医学大辞典》)为异名同方"
清热方-清脏腑热,600440091,芍药汤,《素问病机气宜保命集》,白芍，当归，黄连片，槟榔，木香，炙甘草，大黄，黄芩片，肉桂,清热燥湿，调气和血,湿热痢疾，腹痛下痢脓血，赤白相兼，里急后重，肛门灼热，尿短色赤，舌苔黄腻，脉滑数,
清热方-清脏腑热,600440107,白头翁汤,《伤寒论》,白头翁，黄柏，黄连片，秦皮,清热解毒，凉血止痢,热毒痢疾，热毒深陷血分，腹痛，便脓血，赤多白少，里急后重，肛门灼热，口渴欲饮；舌红苔黄，脉弦数,
清热方-清脏腑热,600440114,黄芩汤,《伤寒论》,黄芩片，白芍，炙甘草，大枣,清热止痢，和中止痛,热泻热痢。身热，腹痛下利，伤寒，太阳与少阳合病，身热口苦，腹痛下利；舌红苔黄，脉数,
清热方-清脏腑热,600440121,泻青丸,《小儿药证直诀》,当归，龙胆，川芎，栀子，熟大黄，羌活，防风,清肝泻火,肝热搐搦，因肝火郁结，目赤肿痛，易惊易怒，不能安卧，尿赤便秘，脉洪实者,
清热方-清脏腑热,600440138,当归龙荟丸,《黄帝素问宣明论方》,酒当归，酒龙胆，焦栀子，酒黄连，酒黄芩，盐黄柏，酒大黄，青黛，芦荟，木香，麝香,泻火通便,肝胆实火，肝经火郁证。头痛面赤，目赤目肿，耳鸣耳聋，胸胁疼痛，便秘尿赤，躁扰不安，甚或抽搐，谵语发狂；舌红苔黄，脉弦数,"原名：龙脑丸；方名见“当归龙荟丸""(《丹溪心法》)。与“龙荟丸""(《金匮翼》)为异名同方"
清热方-清脏腑热,600440152,清经散,《傅青主女科》,牡丹皮，地骨皮，酒白芍，熟地黄，青蒿，盐黄柏，茯苓,清热，凉血，止血,肾中水亏火旺，经行先期量多者,
清热方-清脏腑热,600440169,清热泻脾散,《医宗金鉴》,炒栀子，煅石膏，黄芩片，姜黄连，地黄，茯苓,清心泻脾,小儿心脾蕴热，致患鹅口，白屑生满口舌，如鹅之口者,
清热方-清脏腑热,600440176,疏风清热汤,《中医耳鼻喉科学》,荆芥，防风，牛劳子，甘草，连翘，金银花，桑白皮，赤芍，桔梗，玄参，天花粉，浙贝母，黄芩片,疏风清热，利咽消肿,风热犯咽证。咽喉肿痛，声音不扬，吞咽不适，咽部灼热感。局部可见咽喉轻微红肿，或喉蛾肿大，或会厌，声带黏膜红,
清热方-清脏腑热,600440183,泻黄散,《小儿药证直诀》,广藿香，栀子，石膏，甘草，防风,泻脾胃伏火,脾胃伏火，口燥唇干，口疮口臭，烦渴易饥，或小儿身凉身黄睛黄，疳热口臭唇焦，泄泻黄沫，脾热口甜，胃热口苦，不吮乳，小儿弄舌；舌红，脉数,与“泻脾散”(《小儿药证直诀》)为异名同方
清热方-清脏腑热,600440190,附子泻心汤,《伤寒论》,大黄，黄连片，黄芩片，炮附片,温经回阳，扶阳固表，泄热消痞,阳虚于外，热结于胃，心下痞满，而复恶寒，汗出者,
清热方-清脏腑热,600440206,泻肝汤,《秘传眼科龙木论》,石决明，大黄，桔梗，车前子，芒硝，羚羊角镑片，防风,泻肝胆实火，清下焦湿热,风热入眼，致患鹘眼凝睛外障，初起痒痛泪出，眼珠难以回转，不辨人物者,
清热方-清脏腑热,600440213,泻肝散,《银海精微》,当归尾，大黄，黄芩片，知母，桔梗，芜，蔚，子，芒硝，车前子，防风，赤芍，栀子，连翘，薄荷,泻肝火,玉翳遮睛。初则红肿，赤脉穿睛，渐渐生白翳膜，初起时如碎米，久则成片遮满乌睛，凝结如玉色,
清热方-清脏腑热,600440220,泻肺饮,《眼科纂要》,石膏，赤芍，炒黄芩，蜜桑白皮，枳壳，木通，连翘，荆芥，防风，栀子，白芷，羌活，甘草,清热泻火解毒,风热所致眼目肿痛，赤脉连目，羞明多泪，口渴尿黄，舌红、苔黄腻，脉大浮数,
清热方-清脏腑热,600440237,栀子清肝汤,《外科正宗》,牛蒡子，柴胡，川芎，白芍，石膏，当归，栀子，牡丹皮，黄芩片，黄连片，甘草,清肝泻火，解毒散结,少阳经虚，肝火风热上攻，遂成发疽，痛连颈项、胸乳、太阳等处，或寒热晡甚，胸满，口苦舌干,
清热方-清脏腑热,600440244,菊花决明散,《原机启微》,决明子，石决明，木贼，防风，羌活，蔓荆子，菊花，炙甘草，川芎，石膏，黄芩片,疏风清热，祛翳明目,风热上攻，目中白睛微变青色，黑睛稍带白色，黑白之间，赤环如带，谓之抱轮红，视物不明，睛白高低不平，甚无光泽，口干舌苦，够多羞涩,
清热方-清脏腑热,600440251,滋肾通关丸,《兰室秘藏》,肉桂，黄柏，知母,清下焦湿热，助膀胱气化,下焦湿热，小便癃闭，点滴不通,"原名：滋肾丸、通关丸。与""知母黄柏滋肾丸”""大补滋肾丸”(《医林绳墨大全》)为异名同方"
清热方-清脏腑热,600440268,葶苈大枣泻肺汤,《金匮要略》,葶苈子，大枣,泻肺行水，下气平喘,肺痈，胸中胀满，痰涎壅塞，喘咳不得卧，甚则一身面目浮肿，鼻塞流涕，不闻香臭酸辛，亦治支饮不得息者,与“葶苈大枣汤”(《医宗金鉴》)为异名同方
清热方-清脏腑热,600440275,新制柴连汤,《眼科纂要》,柴胡，黄连片，黄芩片，赤芍，蔓荆子，栀子，龙胆，木通，甘草，荆芥，防风,疏风清热,风热所致目赤肿痛，畏风畏光，见风流泪,
清热方-清脏腑热,600440282,白头翁加甘草阿胶汤,《金匮要略》,白头翁，甘草，阿胶，秦皮，黄连片，黄柏,清热解毒，燥湿凉血止痢，养血滋阴,发热腹痛，里急后重，下痢脓血黏液，口干喜饮，脉细数或虚数,
清热方-清脏腑热,600440305,连附六一汤,《医学正传》引丹溪方,黄连片，炮附片,清肝泻火，和胃止痛,肝火犯胃，胃脘痛甚、呕吐酸水,
清热方-清脏腑热,600440312,升阳除湿和血汤,《兰室秘藏》,地黄，牡丹皮，炙甘草，甘草，白芍，黄芪，升麻，熟地黄，当归，苍术，秦艽，肉桂，陈皮,清肠凉血，升阳除湿,肠风下血如溅者,"原名：升阳去热和血汤；方名见“升阳除湿和血汤”(《医学纲目》)。与“除湿热和血汤”(《东垣试效方》)、“升阳和血汤”(《玉机微义》)、""除湿和血汤""(《外科发挥》)、“升麻去湿和血散”(《丹溪心法附余》)为异名同方"
清热方-清脏腑热,600440329,泻胃汤,《万病回春》,当归，川芎，赤芍，地黄，黄连片，牡丹皮，栀子，防风，荆芥，薄荷，甘草,清胃泻火，调气和血,牙痛,
清热方-清脏腑热,600440336,增味导赤散,《仁斋直指方论》,地黄，木通，黄芩片，甘草，车前子，栀子，川芎，赤芍,清心利水，养阴,血淋，尿血。黄疸有热，小便赤涩，面目黄,
清热方-清脏腑热,600440350,小儿清心丸,《仁斋直指小儿方论》,人参，茯神，防风，朱砂粉，柴胡,清热安神,诸热及惊热烦躁,原名：清心丸；方名见“小儿清心丸”(《东医宝鉴》)。原方组成含“金箔”
清热方-清脏腑热,600440367,九味清心丸,《续医说》引《癸辛杂志》,蒲黄，水牛角，黄芩片，牛黄，羚羊角镑片，麝香，冰片，雄黄粉,清心泻火,心经积热，头目赤肿，风痰壅滞，口舌生疮，咽喉不利，大小便结，一切火症,方名见《东医宝鉴》。原方组成含“金箔”
清热方-清虚热,600450014,青蒿鳖甲汤,《温病条辨》,鳖甲，青蒿，地黄，知母，牡丹皮,养阴清热,温病后期，热邪深伏阴分证。夜热早凉，热退无汗，能食消瘦；舌红少苔，脉细数,
清热方-清虚热,600450021,清骨散,《证治准绳》,银柴胡，胡黄连，秦艽，醋鳖甲，地骨皮，青蒿，知母，甘草,清虚热，退骨蒸,虚劳阴虚火旺，骨蒸劳热，身体羸瘦，脉细数,
清热方-清虚热,600450038,当归六黄汤,《兰室秘藏》,当归，地黄，黄柏，黄连片，熟地黄，黄芪，黄芩片,滋阴泻火，固表止汗,阴虚火旺之盗汗，发热面赤，口干唇燥，心烦尿赤，大便干结，舌红脉数，亦治自汗,
清热方-清虚热,600450045,秦艽鳖甲散,《卫生宝鉴》,地骨皮，柴胡，醋鳖甲，秦艽，知母，当归，青蒿，乌梅,滋阴养血，清热除蒸,骨蒸劳热，肌肉消瘦，唇红颊赤，困倦盗汗，咳嗽，脉细数等,
清热方-清虚热,600450052,保阴煎,《景岳全书》,地黄，熟地黄，黄芩片，黄柏，白芍，续断片，甘草，山药,养阴清热，凉血止血,阴虚血热之带下淋浊，血崩便血，月经提前,
清热方-清虚热,600450069,柴胡清骨散,《医宗金鉴》,秦艽，知母，炙甘草，胡黄连，鳖甲，青蒿，柴胡，地骨皮，薤白，猪脊髓，猪胆粉，童便,清虚热，退骨蒸,劳瘵热甚，骨蒸久不痊,组成“薤白”代用原方组成“韭白”
清热方-清虚热,600450076,百合洗方,《金匮要略》,百合,养阴清热，润燥止渴,阴虚内热证百合病。口渴,
清热方-清虚热,600450083,百合地黄汤,《金匮要略》,百合，地黄,养阴退热，安神定志,阴虚内热证百合病。精神恍惚，坐卧不宁，如寒无寒，如热无热，欲食不食，欲眠不眠，若有所思，行动异常，口苦而干，小便短赤，舌红少苔，脉细数,与“百合汤”(《伤寒全生集》)为异名同方
清热方-清虚热,600450090,百合滑石散,《金匮要略》,百合，滑石,养阴宁心，清热利尿,阴虚积热证百合病。发热，口微渴，心烦惊悸，小便短赤，舌红少苔脉微数,
清热方-清虚热,600450106,滑石代赭汤,《金匮要略》,百合，滑石，赭石,养阴清热，降逆止呕,阴虚气逆证百合病。神志恍惚，惊悸不安，口干作渴，时时呕哕，口苦，小便短赤，脉微数,与“百合滑石代赭汤”(《备急千金要方》)为异名同方
清热方-清虚热,600450113,百合鸡子汤,《金匮要略》,百合，鸡子，黄,养阴除烦，熄风定惊,阴虚风动证百合病。心悸怔忡，惊恐烦乱，或手足蠕动，肢体震颤，口苦，小便赤，舌红，少苔，脉虚或数,与“鸡子汤”(《类证活人书》)为异名同方
清热方-清虚热,600450120,百合知母汤,《金匮要略》,百合，知母,养阴清热，安神定志,阴虚内热证百合病。心中烦热，坐卧不宁，神志恍惚，口苦而渴，小便短赤，脉微数,
清热方-清虚热,600450137,三物黄芩汤,《备急千金要方》,黄芩片，苦参，地黄,清热燥湿，滋阴养血,阴虚内热证。症见外感已解或非外邪，仅手足烦热，舌质红，苔薄黄，多吐下虫；或伴见口干口苦，阴痒等,
清热方-清虚热,600450144,竹皮大丸,《金匮要略》,竹茹，石膏，桂枝，白薇，甘草，大枣,安中益气，除烦止呕,(产后)气血不足，胃虚有热证。心烦不安，呕逆，食欲减少，神疲乏力，或口干，或大便干；舌红少津，脉虚数,
清热方-清虚热,600450151,瓜萎牡蛎散,《金匮要略》,天花粉，煅牡蛎,益阴潜阳，润燥止渴,阴虚内热，虚阳上浮证。口渴口干，舌红少苔，脉微数,
清热方-清虚热,600450168,清火补阴汤,《古今医鉴》,当归，川芎，白芍，熟地黄，黄柏，知母，天花粉，甘草,滋阴补血，清降虚火,阴血不足，虚火上炎。症见咽红色暗，干涩而痛，吞咽不利，喉核肿大或萎缩，或有溃疡，或声音嘶哑，朝轻暮重，腰膝酸软，耳鸣，耳聋，手足心热.舌红少苔，脉细数,
清热方-清虚热,600450175,清离滋坎汤,《寿世保元》,地黄，熟地黄，麦冬，酒当归，酒白芍，山药，牡丹皮，炙甘草，天冬，茯苓，酒萸肉，土炒白术，盐泽泻，黄柏，知母,滋阴清热,房欲过度，阴虚火动，致成劳瘵，发热咳嗽，咯痰喘急，盗汗，五心烦热，吐血衄血，咽喉声哑，夜梦泄精，耳鸣眼花，六脉沉数而涩,
祛暑方-祛暑,600510015,清络饮,《温病条辨》,荷叶，金银花，丝瓜皮，西瓜皮，扁豆花，竹心,祛暑清热,暑伤肺经络轻证。身热，口渴不甚，头目不清；舌淡红；苔薄白,
祛暑方-祛暑,600510022,香薷散,《太平惠民和剂局方》,香薷，炒白扁豆，姜厚朴,祛暑解表，化湿和中,阴暑。暑月乘凉饮冷，外感于寒，内伤于湿，恶寒发热，头痛头重，无汗，胸闷不舒，或四肢倦怠，腹痛吐泻，口不渴，舌淡苔白腻，脉浮濡者,"与“香薷汤”(《圣济总录》)、“香薷饮”(《仁斋直指方论》)、“三物香薷饮""(《医方集解》)为异名同方"
祛暑方-祛暑,600510039,六一散,《黄帝素问宣明论方》,滑石，甘草,清暑利湿,暑湿证。感受暑湿，身热烦渴，小便不利，或呕吐泄泻，或下痢赤白，亦可用于膀胱湿热所致的癃闭淋痛，砂淋，石淋,"原名：益元散；方名见“六一散”(《伤寒标本心法类萃》)。与“天水散”""太白散""(《伤寒直格》)为异名同方"
祛暑方-祛暑,600510046,桂苓甘露散,《黄帝素问宣明论方》,茯苓，炙甘草，白术，泽泻，肉桂，石膏，南寒水石，滑石，猪苓,清暑解热，化气利湿,暑湿证。中暑受湿，头痛发热，烦渴引饮，小便不利，以及霍乱吐泻，小儿吐泻惊风等,又名：桂苓白术散
祛暑方-祛暑,600510053,王氏清暑益气汤,《温热经纬》,西洋参，干石斛，麦冬，黄连片，知母，淡竹叶，荷梗，甘草，西瓜皮，梗，米,清暑益气，养阴生津,暑热耗气伤津，身热汗多，心烦口渴，小便短赤，体倦少气，精神不振，脉虚数者,"原名：清暑益气汤，与“李氏清暑益气汤""(《脾胃论》)予以区别"
祛暑方-祛暑,600510060,新加香薷饮,《温病条辨》,香薷，扁豆花，姜厚朴，金银花，连翘,祛暑解表，清热化湿,暑温初起，夏感寒邪证。恶寒发热。身重酸痛，面赤口渴，胸闷不舒，汗不出；舌苔白腻。脉浮而数者,
祛暑方-祛暑,600510077,清暑汤,《外科证治全生集》,连翘，天花粉，赤芍，金银花，甘草，滑石，车前子，泽泻,清热泻火，排毒润肤,夏季皮炎、脓疱疮、热疖等,
祛暑方-祛暑,600510084,碧玉散,《黄帝素问宣明论方》,滑石，甘草，青黛,清解暑热,暑湿证兼有肝胆郁热，目赤咽痛、或口舌生疮,
祛暑方-祛暑,600510091,李氏清暑益气汤,《脾胃论》,黄芪，苍术，升麻，人参，泽泻，麸炒六神曲，陈皮，白术，麦冬，当归，炙甘草，青皮，黄柏，葛根，五味子,清暑益气，除湿健脾,平素气虚，又受暑湿证。身热头痛，口渴自汗，四肢困倦，不思饮食，胸满身重，大便溏薄，小便短赤；苔腻，脉虚者,"原名：清暑益气汤，与“王氏清暑益气汤""(《温热经纬》)予以区别"
祛暑方-祛暑,600510107,薷苓汤,《古今医统大全》引《太平惠民和剂局方》,香薷，姜黄连，姜厚朴，炒白扁豆，猪苓，泽泻，白术，茯苓，生姜,祛暑解表，化湿和中，利水渗湿,夏月暑泻，欲成痢者,
温里方-温中祛寒,600610012,理中丸,《伤寒论》,人参，炙甘草，白术，干姜,温中散寒，补气健脾,脾胃虚寒证，或阳虚失血证，或小儿慢惊，或病后喜唾涎沫，或脾胃虚寒所致的胸痹等证,"又名：理中汤。与“人参汤”(《金匮要略》)、“治中汤”(《备急千金要方》)、“理中煎”(《鸡峰普济方》)、“人参理中汤”(《校注妇人良方》)、“四顺理中丸”(《备急千金要方》)、""白术丸""(《圣济总录》)为异名同方"
温里方-温中祛寒,600610029,小建中汤,《伤寒论》,桂枝，白芍，生姜，大枣，炙甘草，饴糖,温中补虚，和里缓急,中焦虚寒，肝脾不和证。虚劳里急，腹中时痛，喜得温按，按之则痛减，舌淡苔白，或心中悸动，虚烦不宁，面色无华，或四肢酸疼，手足烦热，咽干口燥；舌淡苔白，脉细弦,"与""桂心汤""(《圣济总录》)、“建中汤”(《伤寒明理论》)、“桂枝芍药汤”(《伤寒图歌活人指掌》)、“小健中汤”为异名同方"
温里方-温中祛寒,600610036,吴茱萸汤,《伤寒论》,制吴茱萸，人参，生姜，大枣,温中补虚，降逆止呕,肝胃虚寒，浊阴上逆证。胃中虚寒，食谷欲呕，或呕而胸满，少阴吐利，手足逆冷，烦躁欲死，厥阴头痛，吐涎沫；舌淡苔白滑，脉沉弦或迟,
温里方-温中祛寒,600610043,大建中汤,《金匮要略》,花椒，干姜，人参，饴糖,温中补虚，降逆止痛,中阳衰弱，阴寒内盛之脘腹之剧痛证。脾胃虚寒，心胸中大寒痛，呕不能食，腹中寒，上冲皮起，出见有头足，上下痛而不可触近；舌淡苔白滑，脉沉迟,
温里方-温中祛寒,600610050,当归建中汤,《备急千金要方》,当归，肉桂，白芍，生姜，大枣，炙甘草,温补气血，缓急止痛,中焦虚寒，肝脾不和证，症见腹中时痛、温按痛减，或心中悸动、虚烦不宁、面色无华，或四肢酸痛、手足烦热、咽干口燥,"原名：内补当归建中汤，方名见""当归建中汤""(《千金翼方》)"
温里方-温中祛寒,600610067,附子理中丸,《太平惠民和剂局方》,炮附片，人参，炮姜，炙甘草，白术,温阳散寒，补气健脾,脾胃虚寒较甚，或脾胃虚寒证。脘腹疼痛，下利清谷，恶心呕吐，畏寒肢冷，或霍乱吐利转筋,与“附子理中汤”(《三因极一病证方论》)为异名同方
温里方-温中祛寒,600610074,连理汤,《秘传证治要诀及类方》,人参，白术，干姜，炙甘草，黄连片，茯苓,温中清肠,中焦寒热错杂，呕吐酸水，腹泻，以及慢性痢疾,
温里方-温中祛寒,600610081,丁香散,《三因极一病证方论》,丁香，柿蒂，高良姜，炙甘草,温中散寒，降逆止呃,胃寒呃逆证，症见呃声沉缓有力、胸膈胃脘不舒、喜热恶寒、进食少、恶食冷凉、舌苔白、脉迟缓,
温里方-温中祛寒,600610104,丁萸理中汤,《医宗金鉴》,丁香，制吴茱萸，党参片，白术，干姜，炙甘草,温中补虚，降逆止呃,脾胃虚寒呕吐证，症见朝食暮吐，食物不化，吐出物不酸不臭，四肢厥冷，口唇色白,
温里方-温中祛寒,600610111,茵陈理中汤,《阴证略例》,茵陈，干姜，人参，白术，炙甘草,温阳散寒，利胆祛湿,阴黄身冷，脉沉细，身如熏黄，小便自利,
温里方-温中祛寒,600610128,桂附理中汤,《证治宝鉴》,肉桂，炮附片，党参片，白术，干姜，炙甘草,补肾助阳，温中健脾,肾阳衰弱，脾胃虚寒，脘腹冷痛，呕吐泄泻，四肢厥冷,与“桂附理中丸”“参桂理中汤”(《全国中药成药处方集》)、附桂理中丸(《饲鹤亭集方》)为异名同方
温里方-温中祛寒,600610135,乌头桂枝汤,《金匮要略》,制川乌，桂枝，白芍，炙甘草，生姜，大枣,祛寒止痛，散寒解表,寒疝、腹中痛，逆冷，手足不仁，苦身疼痛,"与“抵当乌头桂枝汤”(《金匮要略》)、“桂枝汤加乌头汤""(《医心方》引《小品方》)、“桂枝乌头汤”(《全生指迷方》)、“大乌头桂枝汤""(《三因极一病证方论》)为异名同方"
温里方-温中祛寒,600610142,当归生姜羊肉汤,《金匮要略》,当归，生姜，羊肉,补气养血，温中暖肾,产后血虚，腹中冷痛，寒疝腹中痛，以及虚劳不足等,"与“小羊肉汤”(《备急千金要方》)、""当归汤""(《圣济总录》)、“羊肉汤”(《景岳全书》)为异名同方"
温里方-温中祛寒,600610159,附子粳米汤,《金匮要略》,炮附片，法半夏，甘草，大枣，粳米,温中祛寒,腹中寒气，雷鸣切痛，胸胁逆满，呕吐,
温里方-温中祛寒,600610166,逐寒荡惊汤,《福幼编》,胡椒，炮姜，肉桂,温阳，驱寒，定惊,小儿体弱久病，或痘疹后误服寒凉转为慢惊者,
温里方-温中祛寒,600610173,茵陈术附汤,《医学心悟》,茵陈，白术，附片，干姜，炙甘草，肉桂,健脾温中，化湿利水,阴黄身冷，脉沉细，身如熏黄，小便自利者,与“茵陈姜附汤”(《笔花医镜》)为异名同方
温里方-温中祛寒,600610180,丁桂散,《外科传薪集》,丁香，肉桂,温经通络，散寒止痛,头痛因受风寒而发，或阴寒内阻，脘腹冷痛，腹泻，寒湿痹痛等证,
温里方-温中祛寒,600610197,甘草干姜茯苓白术汤,《金匮要略》,茯苓，白术，干姜，甘草,温中胜湿，散寒止痛,肾着病。寒湿腰痛，腰以下冷重，如坐水中，饮食如常，口不渴，小便自利；舌苔白，脉沉缓,又名：甘姜苓术汤。与“肾着汤”(《备急千金要方》)、“苓姜术甘汤”(《类聚方》)、“茯苓干姜白术甘草汤”(《奇正方》)为异名同方
温里方-温中祛寒,600610203,赤丸,《金匮要略》,茯苓，姜半夏，制川乌，细辛，朱砂粉,散寒止痛，化饮降逆,脾胃寒饮阳郁证。症见腹中急痛，心下动悸，或便溏，四肢厥冷，呕吐清水，舌淡苔白滑，脉沉弦而迟,
温里方-温中祛寒,600610210,九痛丸,《金匮要略》,炮附片，醋狼毒，巴豆霜，人参，干姜，吴茱萸,祛寒散结，杀虫温通,脘腹痛暴作，得温则痛减，恶寒喜暖，口和不渴，或喜热饮，或呕吐，四肢发冷，苔薄白，脉迟或紧,与“附子丸”(《外台秘要》)为异名同方。组成“生狼毒”代用原方组成“狼牙”。《备急千金要方》原书作狼毒，“狼牙”系“狼毒”传写之误，故改之
温里方-温中祛寒,600610227,乌头赤石脂丸,《金匮要略》,制川乌，花椒，干姜，炮附片，赤石脂,温阳逐寒，散结止痛,阴寒痼结心痛，心胸疼痛牵连后背，后背疼痛牵连心胸，心背皆病，痛无休止，还可见四肢厥逆，脉象沉紧,与“赤石脂丸”(《金匮要略》)、“乌头丸”(《备急千金要方》)为异名同方
温里方-温中祛寒,600610234,乌头煎,《金匮要略》,制川乌，蜂蜜,温阳，散寒，止痛,脾胃虚寒腹痛证。症见寒疝腹痛，绕脐急痛，发作有时，痛有休止，甚则唇青面白，肢冷汗出，舌淡苔白，脉弦而紧,又名：大乌头煎。原书为生乌头，从安全性出发，使用制川乌
温里方-温中祛寒,600610241,甘草干姜汤,《伤寒论》,炙甘草，干姜,温脾复阳，温肺益气,恶寒自汗，四肢不温，烦躁吐逆，或虚寒性肺痿而见吐涎沫，头眩不渴，遗尿，小便数，舌质淡，苔薄白，脉迟缓,与“干姜甘草汤”(《妇人大全良方》)为异名同方
温里方-温中祛寒,600610258,安中散,《太平惠民和剂局方》,延胡索，高良姜，炮姜，小茴香，肉桂，煅牡蛎，炒甘草,温中散寒，理气止痛，和胃止呕,腹痛翻胃，口吐酸水，停积不消，胸膈胀满，攻刺腹胁，恶心呕逆，面黄肌瘦，四肢倦怠等症,
温里方-温中祛寒,600610265,扶阳助胃汤,《卫生宝鉴》,炮姜，人参，草豆蔻，炙甘草，肉桂，白芍，陈皮，白术，吴茱萸，炮附片，益智仁,温胃散寒,脾胃虚寒，胃脘当心而痛，得热则缓，得寒则剧，肠鸣便溏者,与“扶阳益胃汤”(《金匮翼》)为异名同方
温里方-温中祛寒,600610272,和胃二陈煎,《景岳全书》,干，姜砂仁，陈皮，姜半夏，茯苓，炙甘草,温阳和胃，行气化痰,胃寒生痰，恶心呕吐，胸膈满闷，嗳气,
温里方-温中祛寒,600610289,蟠葱散,《太平惠民和剂局方》,漂苍术，炙甘草，延胡索，肉桂，炮，姜砂仁，海桐皮，槟榔，莪术，三棱，茯苓，青皮，葱白,温阳散寒，行气止痛,脾胃虚冷，心腹痛连两胁，胸膈痞闷，背膊连项拘急疼痛，不思饮食，时或呕逆，霍乱转筋，腹冷泄泻，膀胱气刺，小肠及外肾肿痛；及治妇人血气攻刺，癜瘕块硬，带下赤白，或发寒热，胎前产后，恶血不止，脐腹疼痛,
温里方-温中祛寒,600610296,神香散,《景岳全书》,丁香，豆蔻,理气宽中，温中散寒,寒凝气滞，胸胁胃脘逆气难解，疼痛，呕哕，胀满，痰饮膈噎，诸药不效者；霍乱因于寒湿，凝滞气逆者,
温里方-温中祛寒,600610302,胃关煎,《景岳全书》,熟地黄，炒山药，炒白扁豆，炙甘草，干姜，制吴茱萸，麸炒白术,温中散寒，健脾益肾,脾肾虚寒泄泻，或久泻腹痛不止，冷痢等症,
温里方-温中祛寒,600610319,五德丸,《景岳全书》,补骨脂，制吴茱萸，木香，干姜，五味子,温中散寒，行气止痛,治脾肾虚寒，飧泄鹜溏等证；或暴伤生冷，或受时气寒湿，或酒湿腹痛作泄，或饮食失宜，呕恶痛泄无火,
温里方-温中祛寒,600610326,壮原汤,《赤水玄珠全集》,人参，白术，茯苓，补骨脂，肉桂，附片，干，姜砂仁，陈皮,温补下元、健脾祛湿,下焦虚寒，中满肿胀，小水不利，上气喘急，阴囊两腿皆肿，或面有浮气,"与""壮元汤""(《风痨臌膈四大证治》)为异名同方"
温里方-回阳救逆,600620011,四逆汤,《伤寒论》,炙甘草，附片，干姜,回阳救逆,少阴病，四肢厥逆，恶寒跳卧，呕吐腹痛，下利清谷，神衰欲寐，以及太阳病误汗亡阳，脉沉迟微细者,
温里方-回阳救逆,600620028,回阳救急汤,《伤寒六书》,熟附片，干姜，人参，炙甘草，麸炒白术，肉桂，陈皮，五味子，茯苓，法半夏，生姜，麝香,回阳固脱，益气生脉,寒邪直中三阴，真阳衰微证。寒邪直中阴经，恶寒，四肢冷厥，战栗腹疼，吐泻不渴，路卧沉重，或手指甲唇青，或口吐涎沫，或脉来沉迟无力,
温里方-回阳救逆,600620035,参附汤,《重订严氏济生方》,人参，炮附片,益气固阳，生津固脱,元气大亏、阳气暴脱证，症见手足厥冷、头晕气短、汗出、脉微弱,与“转厥安产汤”(《叶氏女科证治》)为异名同方
温里方-回阳救逆,600620042,参附龙牡救逆汤,《中医儿科学》,人参，附片，煅龙骨，白芍，炙甘草，煅牡蛎,温补心阳，救逆固脱,心阳虚衰，突然面色苍白而青，口唇发紫，呼吸浅促，额汗不温，四肢厥冷，虚烦不安，右胁下并可出现瘀块，舌苔薄白，质暗紫，脉象微弱疾数,
温里方-回阳救逆,600620059,六味回阳饮,《景岳全书》,人参，炮附片，干姜，炙甘草，熟地黄，当归,益气回阳，养血救脱,阴阳将脱,
温里方-回阳救逆,600620066,白通汤,《伤寒论》,葱白，干姜，附片,破阴回阳，温补脾肾,少阴病戴阳证。症见下利清谷，四肢厥逆，面色赤，恶寒；舌质淡，苔白滑，脉沉滑，或脉微欲绝,
温里方-回阳救逆,600620073,白通加猪胆汁汤,《伤寒论》,葱白，干姜，附片，童便，猪胆汁,破阴回阳，宣通上下,少阴病戴阳服药格拒证。症见下利滑脱不禁，手足厥逆，神志昏沉，面赤如妆，心烦，干呕，汗出，脉数或无,
温里方-回阳救逆,600620080,茯苓四逆汤,《伤寒论》,茯苓，人参，附片，炙甘草，干姜,通阳利水,肾阳虚寒性水肿证。面色浮白无华或青黑，四肢厥冷浮肿，小便不利；舌淡苔白滑或灰黑而润，脉微欲绝或浮弦,
温里方-回阳救逆,600620097,干姜附子汤,《伤寒论》,干姜，附片,急救回阳,肾阳虚烦躁，昼日烦躁不得眠，夜而安静，不呕、不渴，无表证，脉沉微，身无大热者,
温里方-回阳救逆,600620103,通脉四逆汤,《伤寒论》,炙甘草，附片，干姜,回阳通脉，散阴胜寒,少阴病，阴盛格阳证。下利清谷，里寒外热，反不恶寒，手足厥逆，脉微欲绝，身反不恶寒，其人面色赤，或腹痛，或干呕，或咽痛，或利止，脉不出者,
温里方-回阳救逆,600620110,通脉四逆加猪胆汤,《伤寒论》,炙甘草，附片，干姜，猪胆汁,回阳救逆，益阴和阳,少阴阳虚格阳阴损证。频繁吐利后，无物可吐且无物可下，伴见汗出而厥，四肢拘急，脉微欲绝,
