id,name,description,alias
220,理气化瘀,运用具有理气行滞、活血化瘀等作用的方药或相关疗法，以治疗气滞血瘀等所致病证的治法。,"理气活血, 行气活血, 行气化瘀, 行气祛瘀"
221,行气破血,运用具有理气行滞、破血逐瘀等作用的方药或相关疗法，以治疗气滞血结、气血瘀阻等所致病证的治法。,
222,理气破积,运用具有理气破血、软坚散积等作用的方药或相关疗法，以治疗气滞血结、气血瘀积、痰瘀互结、痰瘀闭阻等所致病证的治法。,
223,补气升提,运用具有补气健脾、升提阳气等作用的方药或相关疗法，以治疗气虚下陷、中气亏虚、脾虚不固等所致病证的治法。,
224,理血法,泛指运用具有调理血分、疏通脉络、消散瘀血、止血等作用的方药或相关疗法，以治疗血瘀、血热或动血出血等所致病证的一类治法。,
225,活血养血,运用具有活血化瘀、养血和血等作用的方药或相关疗法，以治疗血虚挟瘀等所致病证的治法。,"祛瘀养血, 化瘀养血, 和血养血"
226,祛瘀生新,运用具有祛除瘀血、化生新血等作用的方药或相关疗法，以治疗血瘀兼血虚等所致病证的治法。,
227,和营行瘀,运用具有养血和营、活血化瘀等作用的方药或相关疗法，以治疗营虚或血虚挟瘀等所致病证的治法。,
228,和血安胎,运用具有理气和血、养血安胎等作用的方药或相关疗法，以治疗气血不和等所致胎动不安病证的治法。,
229,活血化瘀,运用具有行气活血、化瘀消滞等作用的方药或相关疗法，以治疗气滞血瘀、瘀血阻滞、瘀血内结、血瘀成积等所致病证的治法。,"活血祛瘀, 活血散瘀"
230,活血行滞,活血化瘀药与理气行滞药并用，以治疗血瘀气滞、气滞血瘀、瘀血阻滞等所致病证的治法。,
231,化瘀宽胸,运用具有活血行滞、宽胸利气等作用的方药或相关疗法，以治疗瘀阻胸膈或胸胁等所致病证的治法。,
232,消散瘀血,运用具有活血行气、消散血滞等作用的方药或相关疗法，以治疗气滞血瘀、瘀血阻滞等所致病证的治法。,
233,行血祛瘀,运用具有活血行气、祛除瘀滞等作用的方药或相关疗法，以治疗血瘀气滞、瘀血阻滞、瘀血内停等所致病证的治法。,
234,活血散结,运用具有破气行血、消散瘀结等作用的方药或相关疗法，以治疗气结血瘀、血瘀阻络、血瘀积结等所致病证的治法。,
235,活血消积,运用具有活血化瘀、消散癥积等作用的方药或相关疗法，以治疗血瘀癥积等所致病证的治法。,
236,化瘀利水,运用具有活血化瘀、利水渗湿等作用的方药或相关疗法，以治疗血瘀水停等所致病证的治法。,
237,化瘀消积,运用具有破气行瘀、消散癥积等作用的方药或相关疗法，以治疗痃癖癥积等病证的治法。,
238,破血行瘀,运用具有破气逐瘀、散瘀除积等作用的方药或相关疗法，以治疗血瘀凝结、血瘀内积等所致病证的治法。,
239,行血逐瘀,运用具有破气逐瘀、散瘀行滞等作用的方药或相关疗法，以治疗气血凝结、血瘀气滞、血瘀成积等所致病证的治法。,
240,破瘀消肿,运用具有破气化瘀、消肿散结等作用的方药或相关疗法，以治疗血肿等病证的治法。,"祛瘀消肿, 化瘀消肿, 散瘀消肿"
241,破瘀散结,运用具有破血逐瘀、软坚散结等作用的方药或相关疗法，以治疗血瘀积聚等所致病证的治法。,"祛瘀散结, 祛瘀软坚"
242,破瘀消癥,运用具有破血逐瘀、虫蚁搜剔等作用的方药，以治疗血瘀痼结所致癥积等病证的治法。,
243,攻下逐瘀,运用具有破血逐瘀、攻下消散等作用的方药或相关疗法，以治疗瘀血留滞、血瘀内积、瘀积发黄、膈下瘀阻、少腹血瘀等所致病证的治法。,
244,祛瘀下胎,运用具有破血逐瘀、催产下胎等作用的方药或相关疗法，以治疗血瘀气滞所致难产、胞衣不下等病证的治法。,"化瘀下胎, 化瘀催产"
245,活血舒筋,运用具有活血化瘀、舒筋通络等作用的方药或相关疗法，以治疗劳伤筋脉、外伤筋骨所致伤筋等病证的治法。,
246,舒筋和络,运用具有舒筋活络、缓急止痛等作用的方药或相关疗法，以治疗邪伤筋脉、劳伤筋脉等所致病证的治法。,
247,活血通经,运用具有活血化瘀、疏通经络或经脉等作用的方药或相关疗法，以治疗经气痞塞、经脉瘀阻或邪壅经络等所致病证的治法。,
248,通经止痒,运用具有通经络、和气血、止瘙痒等作用的方药或相关疗法，以治疗经气痹阻等所致瘙痒病证的治法。,
249,活血通痹,运用具有活血通经、蠲通痹阻等作用的方药或相关疗法，以治疗血瘀等所致痹病的治法。,
250,活血祛风,运用具有活血通经、祛风或搜风等作用的方药或相关疗法，以治疗血瘀风燥、血瘀风痹等所致病证的治法。,
251,化瘀宣肺,运用具有活血化瘀、疏通肺经等作用的方药或相关疗法，以治疗瘀血乘肺、瘀阻肺络等所致病证的治法。,
252,化瘀宽心,运用具有活血化瘀、疏通心脉等作用的方药或相关疗法，以治疗心血瘀阻等所致病证的治法。,
253,化瘀理脾,运用具有活血通经、理脾和中等作用的方药或相关疗法，以治疗瘀阻中焦、脾经血瘀等所致病证的治法。,
254,化瘀养胃,运用具有活血通经、养胃和络等作用的方药或相关疗法，以治疗胃虚血瘀、瘀阻胃络等所致病证的治法。,
255,化瘀养肝,运用具有活血通经、补血养肝等作用的方药或相关疗法，以治疗肝虚血瘀等所致病证的治法。,
256,活血调经,运用具有活血通经、调理冲任等作用的方药或相关疗法，以治疗气血不和等所致月经不调、不孕、不育等病证的治法。,
257,活血通络,运用具有活血化瘀、疏通络脉等作用的方药或相关疗法，以治疗瘀血阻络、瘀阻脉络等所致病证的治法。,
258,和络,运用具有疏通、调和络脉等作用的方药或相关疗法，以治疗络脉不和、络脉瘀阻等所致病证的治法。,
259,和营通络,运用具有调和营气、疏通经络等作用的方药或相关疗法，以治疗营气痹阻、经络不利等所致病证的治法。,
260,宣痹和络,运用具有活血蠲痹、调和经络等作用的方药或相关疗法，以治疗邪气痹阻、络脉不利等所致病证的治法。,
261,消肿和络,运用具有通经活络、消除肿胀等作用的方药或相关疗法，以治疗经络不通等所致局部肿胀病证的治法。,
262,祛瘀通络,运用具有活血化瘀、疏通络脉等作用的方药或相关疗法，以治疗瘀血阻络等所致病证的治法。,"化瘀通络, 行瘀通络"
263,化瘀通脑,运用具有活血化瘀、疏通脑络等作用的方药或相关疗法，以治疗瘀阻脑络等所致病证的治法。,
264,化瘀和胃,运用具有祛瘀通络、和胃宽中等作用的方药或相关疗法，以治疗瘀阻胃络等所致病证的治法。,
265,化瘀疏肝,运用具有活血化瘀、疏肝通络等作用的方药或相关疗法，以治疗肝血瘀阻、瘀滞肝络等所致病证的治法。,
266,通络下乳,运用具有疏通经络、催乳下乳等作用的方药或相关疗法，以治疗乳络不通等所致病证的治法。,
267,活血止痛,运用具有活血化瘀、通络止痛等作用的方药或相关疗法，以治疗血瘀络痹等所致痛证的治法。,
268,和营止痛,运用具有调和营血、缓急止痛等作用的方药或相关疗法，以治疗营血痹阻等所致痛证的治法。,
269,宣痹止痛,运用具有祛邪宣通痹阻、行气止痛等作用的方药或相关疗法，以治疗邪气痹阻等所致痛证的治法。,
270,通经止痛,运用具有疏通经络、缓急止痛等作用的方药或相关疗法，以治疗经气痹阻或不通等所致痛证的治法。,
271,舒筋止痛,运用具有舒缓筋脉、缓急止痛等作用的方药或相关疗法，以治疗筋肉挛急不舒等所致痛证的治法。,
272,止血定痛,运用止血为主，佐以具有镇静止痛作用的方药或相关疗法，以治疗由外伤出血等所致病证的治法。,
273,化瘀止痛,运用具有活血化瘀、通络止痛等作用的方药或相关疗法，以治疗血瘀等所致痛证的治法。,"祛瘀止痛, 散瘀止痛"
274,消癥止痛,运用具有破血消癥、通络镇痛等作用的方药或相关疗法，以治疗瘀血内结、血瘀络阻等所致癥积、痛证的治法。,
275,活血止血,运用活血祛瘀兼具止血作用的方药，以治疗血瘀动血、蓄血及瘀血内阻、络伤出血等所致病证的治法。,
276,和络止血,运用具有和调脉络、止血等作用的方药或相关疗法，以治疗络脉不和、络脉破损等所致出血病证的治法。,
277,化瘀止血,运用具有活血化瘀、止血等作用的方药或相关疗法，以治疗血瘀动血等所致血证的治法。,
278,化瘀清热,运用具有活血化瘀、清热祛邪等作用的方药或相关疗法，以治疗血瘀化热、血热瘀结等所致病证的治法。,
279,凉血化瘀,运用具有清热凉血、活血化瘀等作用的方药或相关疗法，以治疗血热壅滞、血热瘀结等所致病证的治法。,"凉血散瘀, 凉血破瘀"
280,清热化瘀通络,运用具有清化邪热、活血通络等作用的方药或相关疗法，以治疗瘀热入络、瘀热阻络、热蕴络瘀等所致病证的治法。,
281,祛湿法,泛指运用具有芳香宣化、温化燥湿、淡渗分利等作用的方药或相关疗法祛除湿邪，以治疗外感湿温、湿邪浸渍、湿浊内阻、水湿泛溢或蓄结等所致病证的一类治法。,
282,化湿,泛指运用气味芳香类药物为主，兼具醒悦脾胃，宣化、温化或清化湿邪等作用的方药或相关疗法，以治疗湿邪外感、湿困中焦或湿浊壅滞、湿浊内蕴等所致病证的治法。,
283,芳香化湿,运用气味芳香，兼具醒脾化湿、辟秽化浊等作用的方药或相关疗法，以治疗湿邪外感、湿阻气分及湿浊或痰浊壅滞、中阻、内蕴等所致病证的治法。,"芳香化浊, 芳香泄浊"
284,轻清宣化,运用气味轻清芳香，具有宣化湿浊等作用的方药，以治疗湿邪阻滞、湿浊蒙上、暑湿袭表等所致病证的治法。,"清宣化浊, 轻清芳化"
285,宣散湿邪,运用具有芳香宣化、辛散胜湿等作用的方药或相关疗法，以治疗湿郁卫表等所致病证的治法。,
286,行气化湿,运用具有理气行滞、芳香化湿等作用的方药或相关疗法，以治疗湿阻气滞等所致病证的治法。,
287,祛湿除满,运用具有行气化湿、消痞除满等作用的方药或相关疗法，以治疗湿阻气滞等所致痞满病证的治法。,
288,祛湿止泻,运用行气化湿或利湿，兼具止泻等作用的方药或相关疗法，以治疗湿阻肠道等所致泄泻病证的治法。,"化湿止泻, 渗湿止泻"
289,祛湿止痢,运用具有行气化湿或利湿，兼具止痢等作用的方药或相关疗法，以治疗湿阻肠道等所致痢疾病证的治法。,
290,辟秽化浊,运用具有芳香化湿、辟秽开窍等作用的方药或相关疗法，以治疗湿浊上泛、湿浊内闭、湿浊蒙窍、湿浊冲心等所致病证的治法。,
291,除湿止带,运用具有祛湿止带、辟秽化浊等作用的方药或相关疗法，以治疗湿浊下注等所致带下病证的治法。,
292,祛湿解毒,运用具有芳香化湿、辟秽解毒等作用的方药或相关疗法，以治疗湿毒等所致病证的治法。,
293,祛湿止痒,运用具有祛湿燥湿、解毒止痒等作用的方药或相关疗法，以治疗湿毒蕴肤、虫毒蕴肤等所致病证的治法。,"除湿止痒, 燥湿止痒"
294,散寒除湿,运用味辛性温，兼具散寒祛湿等作用的方药或相关疗法，以治疗寒湿阻滞等所致病证的治法。,
295,宣化寒湿,运用气味辛香，具有宣畅气机、散寒化湿等作用的方药或相关疗法，以治疗寒湿外侵、寒湿蕴脾等所致病证的治法。,
296,温化寒湿,运用具有温阳行气、散寒化湿等作用的方药或相关疗法，以治疗寒湿阻滞、寒湿凝聚等所致病证的治法。,
297,清热祛湿,清热药与祛湿药并用，以治疗湿热内侵、湿热蕴结等所致病证的治法。,
298,清热化湿,清热药与化湿药并用，以治疗湿热蕴结、中焦湿热等所致病证的治法。,
299,清热化湿行滞,运用具有清热化湿、理气行滞等作用的方药或相关疗法，以治疗湿热气滞等所致病证的治法。,
300,清热化湿解毒,运用具有清热化湿、清解邪毒等作用的方药或相关疗法，以治疗湿热毒蕴等所致病证的治法。,
301,清热化湿通络,运用具有清热化湿、行气通络等作用的方药或相关疗法，以治疗湿热阻络、湿热痹阻等所致病证的治法。,
302,清热利湿,清热药与利湿药并用，以治疗湿热蕴结、湿热中阻、下焦湿热等所致病证的治法。,
303,清泄湿热,运用具有清热利湿、分利二便等作用的方药或相关疗法，以治疗湿热蕴结、湿热并重及肝脾湿热、下焦湿热、湿热下注等所致病证的治法。,
304,清化湿浊,运用轻清芳香、宣化湿浊为主，佐以清热等作用的方药或相关疗法，以治疗湿热蕴结而湿重于热及湿浊内蕴、内闭等所致病证的治法。,
305,清利湿浊,运用清湿热、利小便、宣泄化浊等作用的方药或相关疗法，以治疗湿热蕴结、热重于湿及湿浊壅滞、内蕴、下注等所致病证的治法。,
306,健脾化湿,运用具有补脾醒脾、宣化湿浊等作用的方药或相关疗法，以治疗脾虚湿阻、脾虚痰湿等所致病证的治法。,"扶脾化湿, 扶脾醒湿"
307,健脾渗湿,运用具有健脾运脾、渗湿化浊等作用的方药或相关疗法，以治疗脾虚湿困、湿困脾胃等所致病证的治法。,"渗湿健脾, 健脾利湿"
308,化湿和中,运用具有祛湿化浊、醒脾和中等作用的方药或相关疗法，以治疗湿困脾胃、湿浊中阻、湿浊上泛等所致病证的治法。,"化湿醒脾, 化湿运脾, 化湿健脾"
309,温中化湿,运用具有温中健脾、散寒化湿等作用的方药或相关疗法，以治疗寒湿中阻、脾胃寒湿、寒湿困脾等所致病证的治法。,
310,健脾止带,运用具有健脾化湿、固摄止带等作用的方药或相关疗法，以治疗脾虚湿阻等所致带下病证的治法。,
311,除湿通络,祛湿药与通络药并用，以治疗湿邪阻络等所致病证的治法。,
312,祛湿宣痹,运用具有祛湿化湿、宣通痹阻等作用的方药或相关疗法，以治疗湿盛着痹、湿阻筋络等病证的治法。,
313,除湿止痛,运用具有除湿通络、缓急止痛等作用的方药或相关疗法，以治疗湿邪阻滞等所致痛证的治法。,
314,燥湿,泛指运用辛香或苦温、苦寒燥湿为主，兼具醒悦脾胃等作用的方药或相关疗法，以治疗湿邪、痰浊、湿热等邪蕴结、偏重于中下两焦所致病证的治法。,
315,辛香燥湿,运用气味辛香，兼具理气行滞、温燥祛湿等作用的方药或相关疗法，以治疗气滞湿阻、气滞痰凝、痰湿阻结、痰浊阻滞、寒湿凝聚等所致病证的治法。,"辛燥祛湿, 燥湿行气, 燥湿行滞"
316,祛风燥湿,运用气味辛香，兼具祛风胜湿、苦温燥湿等作用的方药或相关疗法，以治疗风湿外袭、寒湿外侵等所致病证的治法。,"疏风燥湿, 疏风化湿"
317,辛香化浊,运用气味辛香，具有宣化湿浊、行滞辟秽等作用的方药，以治疗邪伏膜原、痰浊阻滞等所致病证的治法。,
318,辛香健胃,运用气味辛香，具有温中燥湿、理气和胃等作用的方药，以治疗寒饮停胃、湿阻中焦、脾胃寒湿等所致病证的治法。,"燥湿和胃, 燥湿和中"
319,辛香运脾,运用气味辛香，具有温燥醒脾、行滞运脾等作用的方药，以治疗湿困脾阳等所致病证的治法。,"燥湿运脾, 燥湿健脾"
320,苦温燥湿,运用味苦性温，具有祛除湿邪、醒脾开滞或温运脾阳等作用的方药，以治疗寒湿侵袭、阳虚湿阻、中焦寒湿、寒湿困脾等所致病证的治法。,
321,苦寒燥湿,运用味苦性寒，具有清化湿热等作用的方药或相关疗法，以治疗湿热蕴结中焦或下焦等所致病证的治法。,
322,燥湿化浊,运用苦寒辛燥，兼具燥湿化浊等作用的方药或相关疗法，以治疗湿邪阻滞等所致病证的治法。,
323,清热燥湿解毒,运用具有苦寒燥湿，兼具清热解毒等作用的方药或相关疗法，以治疗湿热毒蕴等所致病证的治法。,"泄热燥湿解毒, 泄热化湿解毒"
324,燥湿敛疮,运用性味苦寒或苦温，具有燥湿化浊、生肌敛疮等作用的方药或相关疗法，以促进新肉生长，加速疮口愈合，治疗寒湿或湿热蕴肤、湿热壅滞、痰浊阻滞骨节等所致病证的治法。,
325,渗湿,泛指运用气味淡渗，具有通调水道、渗利水湿等作用的方药或相关疗法，以治疗水湿内蕴、水湿浸渍、水湿内停等所致病证的治法。,
326,淡渗分利,运用具有味淡渗利、泌别清浊等作用的方药或相关疗法，以治疗湿困脾胃等所致病证的治法。,
327,分清泄浊,运用具有温阳化气，促进分清泌浊等作用的方药或相关疗法以利尿泄浊，治疗湿浊下注、湿浊困阻等所致病证的治法。,
328,宽中利湿,运用具有健脾和胃、淡渗分利等作用的方药或相关疗法，以治疗脾虚湿阻等所致病证的治法。,
329,清心利湿,运用具有清心泻火、淡渗利尿等作用的方药或相关疗法，以导心火下泄，治疗心移热小肠、小肠实热等所致病证的治法。,
330,清化三焦,运用清热化湿为主，佐以具有宣展气机、分消走泄等作用的方药或相关疗法，治疗湿热弥漫三焦等所致病证的治法。,"清化三焦湿热, 清利三焦"
331,清宣上焦湿热,清热药与芳香化湿药并用，佐以宣散透泄，治疗上焦湿热等所致病证的治法。,
332,清化中焦湿热,清热药与祛湿药并用，佐以行气化滞，以治疗中焦湿热所致病证的治法。,
333,清化脾胃,运用具有清热化湿、行气运脾或健脾等作用的方药或相关疗法，以治疗脾胃湿热、脾虚湿热等所致病证的治法。,"清利脾胃, 清利脾胃湿热"
334,清利脾经,运用具有清利湿热、疏通脾经等作用的方药或相关疗法，以治疗脾经湿热等所致病证的治法。,
335,清利下焦湿热,清热药与祛湿药并用，佐以疏利下焦，治疗下焦湿热等所致病证的治法。,
336,清利肝胆,运用具有清利湿热，兼具疏肝利胆等作用的方药或相关疗法，以治疗肝胆湿热等所致病证的治法。,
337,清胆利湿,运用具有清利湿热，兼具下气利胆等作用的方药或相关疗法，以治疗湿热蕴结、湿热蕴阻胆腑、湿热发黄等所致病证的治法。,
338,清利肝经,运用具有清利湿热，兼具疏通肝经等作用的方药或相关疗法，以治疗肝经湿热等所致病证的治法。,
339,清利肠道,运用具有清利湿热，兼具行气化滞等作用的方药或相关疗法，以治疗肠道湿热等所致病证的治法。,
340,清利膀胱,运用具有清利湿热，兼具通淋利尿等作用的方药或相关疗法，以治疗膀胱湿热等所致病证的治法。,
341,利湿,泛指运用疏浚水道、利水泄浊等作用的方药或相关疗法，以治疗水湿或湿浊、水气、水饮等内停、泛溢、壅滞、闭阻等所致病证的治法。,
342,利湿化浊,运用具有通利小便、化湿泄浊等作用的方药或相关疗法，以治疗湿邪阻滞及湿浊壅滞、困阻、下注、内闭等所致病证的治法。,
343,化湿降浊,运用具有芳香宣化、利水泄浊等作用的方药或相关疗法，以治疗湿邪或湿浊上泛、冲心、壅滞、内闭等所致病证的治法。,
344,利水消肿,运用具有通调水道、消除水肿等作用的方药或相关疗法，以治疗水湿、水气、水饮内停或泛溢等所致水肿病证的治法。,
345,祛湿消肿,运用具有祛除湿邪、利水消肿等作用的方药或相关疗法，以治疗水湿、水饮内停等所致水肿病证的治法。,
346,渗湿利水,运用具有味淡渗利、通调水道等作用的方药或相关疗法，以治疗水湿内蕴、水湿内停等所致病证的治法。,"利水渗湿, 渗湿利尿"
347,解表利水,运用具有发汗解表、利水消肿等作用的方药或相关疗法，以治疗风水相搏、寒湿阻滞、寒饮内停、饮溢四肢等所致水肿病证的治法。,"发汗行水, 发表利水"
348,疏风利水,运用具有祛风解表、利水消肿等作用的方药或相关疗法，以治疗风袭水停等所致病证的治法。,
349,化气利水,运用具有通阳化气、利水消肿等作用的方药或相关疗法，以治疗气滞水停及水湿浸渍、内停等所致病证的治法。,
350,散寒利水,运用具有温阳散寒、利水消肿等作用的方药或相关疗法，以治疗寒饮停留、阳虚水泛等所致水肿病证的治法。,
351,宣肺利水,运用具有宣通肺气、利水消肿等作用的方药或相关疗法，以治疗肺失宣降所致皮水、风水等病证的治法。,
352,健脾利水,运用具有补脾健运、利水消肿等作用的方药或相关疗法，以治疗脾虚水泛等所致病证的治法。,
353,温肾利水,运用具有温肾化气、利水消肿等作用的方药或相关疗法，以治疗肾虚水泛等所致病证的治法。,"温肾化水, 温肾行水"
354,润燥法,泛指运用具有生津滋液，凉润或温润等作用的方药或相关疗法，以治疗燥邪外感或阴虚内燥等所致病证的一类治法。,
355,轻宣润燥,运用具有轻宣散邪、增液润燥等作用的方药或相关疗法，以治疗燥邪外感等所致病证的治法。,
356,疏表润燥,运用具有轻宣润燥、解表祛邪等作用的方药或相关疗法，以治疗外燥袭表等所致病证的治法。,
357,祛风润燥,运用具有轻宣润燥、疏风散邪等作用的方药或相关疗法，以治疗风燥犯表、风燥伤肤、风燥伤肺等所致病证的治法。,
358,轻宣凉燥,运用具有轻宣温润、疏散寒邪等作用的方药或相关疗法，以治疗凉燥袭表、凉燥袭肺等所致病证的治法。,
359,清宣润燥,运用具有轻宣凉润、清热透邪等作用的方药或相关疗法，以治疗温燥袭表、温燥袭肺、温燥伤津或伤阴等所致病证的治法。,
360,清热润燥,运用具有清热泻火、增液润燥等作用的方药或相关疗法，以治疗温燥伤阴、热盛伤津、火热伤阴、热结肠燥等所致病证的治法。,
361,清肺润燥,运用具有清热宣肺、增液润燥等作用的方药或相关疗法，以治疗燥邪犯肺、肺热阴虚、肺燥郁热等所致病证的治法。,
362,养血润燥,运用具有补血养血、增液润燥等作用的方药或相关疗法，以治疗阴虚血燥、血虚风燥等所致病证的治法。,
363,养营润燥,运用具有养营、和血、润燥等作用的方药或相关疗法，以治疗营血亏虚等所致病证的治法。,
364,养血润肤,运用具有补血增液、润燥止痒等作用的方药或相关疗法，以治疗血不润肤等所致病证的治法。,
365,润肤止痒,运用具有养血润燥、祛风止痒等作用的方药或相关疗法，以治疗血虚风燥等所致病证的治法。,
366,滋阴润燥,运用具有滋阴清热、增液润燥等作用的方药或相关疗法，以治疗阴虚内燥等所致病证的治法。,
367,生津润燥,运用生津增液以润燥的方药或相关疗法，以治疗津液亏虚、津亏化燥等所致病证的治法。,
368,生津止渴,运用具有生津作用的方药或相关疗法等以止渴，治疗津液亏虚等所致病证的治法。,
369,润燥止渴,运用具有滋阴增液、解除口渴等作用的方药或相关疗法，以治疗津亏化燥、阴虚津亏等所致病证的治法。,
370,增液润肺,运用具有生津增液、润燥养肺等作用的方药或相关疗法，以治疗肺燥津亏、肺燥伤阴、肺燥阴虚等所致病证的治法。,
371,润燥止咳,运用具有滋阴润燥、养肺止咳等作用的方药或相关疗法，以治疗阴虚肺燥等所致病证的治法。,
372,增液通便,运用大剂滋养阴液以润肠通便的方药或相关疗法，治疗大肠津亏、肠热阴虚等所致病证的治法。,"增水行舟, 增液润肠, 增液通下, 滋阴通下"
373,润燥解毒,运用具有滋阴润燥、祛邪解毒等作用的方药或相关疗法，以治疗燥毒伤阴等所致病证的治法。,
374,补益法,泛指运用具有益气、补血、滋阴、温阳等作用的方药或相关疗法，以治疗正气虚等所致虚弱病证的一类治法。,
375,补气,泛指运用具有补益或扶助正气等作用的方药或相关疗法，以治疗气虚等所致病证的一类治法。,
376,补益心气,运用具有补气养心等作用的方药或相关疗法，以治疗心气虚等所致病证的治法。,
377,益气生脉,运用具有补气、增液、复脉等作用的方药或相关疗法，以治疗心气亏虚、气虚欲脱等所致病证的治法。,
378,补益心肺,运用具有补养心气、补益肺气等作用的方药或相关疗法，以治疗心肺气虚等所致病证的治法。,
379,补益肝气,运用具有益气扶正、养肝和肝等作用的方药或相关疗法，以治疗肝气虚等所致病证的治法。,
380,补益中气,运用具有补气、健脾、益胃等作用的方药或相关疗法，以治疗脾胃气虚等所致病证的治法。,"补脾健胃, 补中益气"
381,补益脾气,运用具有健脾、益气等作用的方药或相关疗法，以治疗脾气虚等所致病证的治法。,"补脾益气, 健脾益气"
382,补脾止泻,运用具有补益脾气、和中止泻等作用的方药或相关疗法，以治疗脾气亏虚等所致病证的治法。,
383,补脾益肺,运用具有补益脾肺之气等作用的方药或相关疗法，以治疗脾肺气虚等所致病证的治法。,
384,补益脾肾,运用具有健运脾气、补益肾气等作用的方药或相关疗法，以治疗脾肾气虚等所致病证的治法。,
385,补胃和中,运用具有补气健胃、和中消滞等作用的方药或相关疗法，以治疗胃气虚、脾胃或肝胃不和等所致病证的治法。,
386,益气升阳,运用具有补益脾气、升发阳气或升阳散火等作用的方药或相关疗法，以治疗表热里寒、气虚下陷、脾阳不振、阴火乘脾等所致病证的治法。,"补脾升阳, 升阳益气"
387,升阳益气散火,运用具有补脾升阳、疏风散火等作用的方药及相关疗法，以治疗阴火乘脾等所致病证的治法。,
388,补益肺气,运用具有补气养肺等作用的方药或相关疗法，以治疗肺气虚等所致病证的治法。,
389,补益肾气,运用具有益气扶正、养肾等作用的方药或相关疗法，以治疗肾气虚等所致病证的治法。,
390,补肾纳气,运用具有补肾平喘、纳气归元等作用的方药或相关疗法，以治疗肾不纳气等所致病证的治法。,
391,补肾益肺,运用具有补益肾气、摄纳肺气等作用的方药或相关疗法，以治疗肺肾气虚或肾不纳气等所致病证的治法。,
392,补肾扶元,运用血肉有情之品，具有益气扶正、培补肾气作用的方药或相关疗法，以治疗肾气虚等所致病证的治法。,
393,补肾安胎,运用具有益气补肾、固摄安胎等作用的方药或相关疗法，以治疗肾虚而胎动不安等所致病证的治法。,
394,益气下胎,运用具有益气扶正、催产下胎等作用的方药或相关疗法，以治疗气虚等所致难产病证的治法。,
395,补气固脱,运用具有大补元气、固摄救脱等作用的方药或相关疗法，以治疗元气虚脱等所致病证的治法。,
396,益气固脱,运用具有益气固摄、救脱等作用的方药或相关疗法，以治疗津血丧失过多、气失依附而气脱等所致病证的治法。,
397,补气回阳,运用具有温补阳气、回阳固脱等作用的方药或相关疗法，以治疗阳气欲脱等所致病证的治法。,
398,补气祛邪,运用具有益气扶正、祛邪外出等作用的方药或相关疗法，以治疗气虚邪恋等所致病证的一类治法。,
399,益气退热,运用具有益气健脾、甘温除热等作用的方药或相关疗法，以治疗气虚发热等所致病证的治法。,
400,补气清热,运用具有益气扶正、清除热邪等作用的方药或相关疗法，以治疗气虚余热等所致病证的治法。,
401,补气化湿,运用具有益气扶正、助运化湿等作用的方药或相关疗法，以治疗气虚湿困等所致病证的治法。,"益气化湿, 益气祛湿"
402,补气祛痰,运用具有补气扶正、祛痰散结等作用的方药或相关疗法，以治疗气虚痰结等所致病证的治法。,
403,补气利水,运用具有益气扶正、通阳利水等作用的方药或相关疗法，以治疗气虚水停等所致病证的治法。,
404,补血,泛指运用具有补养血液等作用的方药或相关疗法，以治疗血虚等所致病证的一类治法。,
405,补血养心,运用具有补益血液、滋养心脏等作用的方药或相关疗法，以治疗心血虚等所致病证的治法。,
406,补血养神,运用具有补养阴血、养心安神等作用的方药或相关疗法，以治疗心血亏虚、心神失养等所致病证的治法。,
407,养血复脉,运用具有补养阴血、复脉等作用的方药或相关疗法，以治疗血虚、血不养心等所致病证的治法。,
408,补血养肝,运用具有补益血液、滋养肝脏等作用的方药或相关疗法，以治疗肝血虚等所致病证的治法。,
409,养血舒肝,运用具有补血养肝、疏肝理气等作用的方药或相关疗法，以治疗血虚肝郁等所致病证的治法。,
410,养血舒筋,运用具有补养阴血、柔润筋脉等作用的方药或相关疗法，以治疗血不荣筋等所致病证的治法。,
411,养血平肝,运用补血养肝为主，佐以柔肝、抑肝或潜阳等作用的方药或相关疗法，治疗肝血虚所致肝气横逆或风阳上扰等病证的治法。,
412,养血调血,运用具有补养阴血、行血活血等作用的方药或相关疗法，以治疗血虚且运行不畅等所致病证的治法。,
413,养血生津,补血药与生津药并用，以治疗血虚津亏等所致病证的治法。,
414,养血生发,运用具有补养阴血、催生长发等作用的方药或相关疗法，以治疗血虚等所致脱发病证的治法。,
415,养血润肠,运用具有滋补阴血、润肠通便等作用的方药或相关疗法，以治疗血虚肠燥等所致病证的治法。,
416,养血和络,补血药与活血通络药并用，以治疗血虚所致络脉空虚、络脉不和等病证的治法。,
417,养血止血,补血药与止血药并用，以治疗出血而导致血虚等病证的治法。,
418,养血调经,运用具有补养阴血、调理月经等作用的方药或相关疗法，以治疗血虚导致月经不调等病证的治法。,
419,养血安胎,运用具有补养阴血、养胎安胎等作用的方药或相关疗法，以治疗血虚所致胎动不安等病证的治法。,
420,补血固脱,运用具有大补气血、固摄救脱等作用的方药或相关疗法，以治疗血脱等所致病证的治法。,
421,补血温阳,运用具有补益血液、温振阳气等作用的方药或相关疗法，以治疗血虚阳衰或血虚寒凝等所致病证的治法。,
422,止血补气固脱,运用具有大补气血、固摄止脱等作用的方药或相关疗法，以治疗气随血脱等所致病证的治法。,
